Bobo,Goudoubo,Mentao,Ouagadougou,Fassala,Mbera,Abala,Intikane,Mangaize,Niamey,Tabareybarey,Date
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-01 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-02 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-03 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-04 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-05 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-06 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-07 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-08 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-09 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-10 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-11 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-12 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-13 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-14 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-15 00:00:00
0,0,0,0,21600,0,2500,5800,1400,0,0,2012-01-16 00:00:00
0,0,0,0,21600,0,2500,5800,4800,0,0,2012-01-17 00:00:00
0,0,0,0,21600,0,2500,5800,3800,0,0,2012-01-18 00:00:00
0,0,0,0,21600,0,2500,5800,2500,0,0,2012-01-19 00:00:00
0,1000,0,0,21600,0,2500,5800,1400,0,0,2012-01-20 00:00:00
0,1000,0,0,21600,0,2500,5800,1400,0,0,2012-01-21 00:00:00
0,1000,0,0,21600,0,2500,5800,2700,0,0,2012-01-22 00:00:00
0,1000,0,0,21600,0,2500,5800,2700,0,0,2012-01-23 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-01-24 00:00:00
0,1100,0,0,21600,0,2500,5800,2700,0,0,2012-01-25 00:00:00
0,1100,1000,0,21600,0,2500,5800,2700,0,0,2012-01-26 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-01-27 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-01-28 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-01-29 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-01-30 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-01-31 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-02-01 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-02-02 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-02-03 00:00:00
0,0,0,0,21600,0,2500,5800,2700,0,0,2012-02-04 00:00:00
0,0,0,0,26500,100,2500,5800,2700,0,0,2012-02-05 00:00:00
0,0,0,0,36500,1500,2500,5800,2700,0,0,2012-02-06 00:00:00
0,0,0,0,37000,4900,2500,5800,2700,0,0,2012-02-07 00:00:00
0,0,0,0,30200,10600,2500,5800,2700,0,0,2012-02-08 00:00:00
0,0,0,0,27000,16100,2500,5800,2700,0,0,2012-02-09 00:00:00
0,0,0,0,33600,16000,2500,5800,2700,0,0,2012-02-10 00:00:00
0,0,0,0,40800,15100,2500,5800,2700,0,0,2012-02-11 00:00:00
0,0,0,0,38900,16800,2500,5800,2700,0,0,2012-02-12 00:00:00
0,0,0,0,40900,17600,2500,5800,2700,0,0,2012-02-13 00:00:00
0,0,0,0,38700,21200,2500,5800,2700,0,0,2012-02-14 00:00:00
0,0,0,0,38800,23400,2500,5800,2700,0,0,2012-02-15 00:00:00
0,0,0,0,42000,22600,2500,5800,2700,0,0,2012-02-16 00:00:00
0,0,0,0,40600,24000,2500,5800,2700,0,0,2012-02-17 00:00:00
0,0,0,0,41500,26100,2500,5800,2700,0,0,2012-02-18 00:00:00
0,0,0,0,40300,27300,2500,5800,2700,0,0,2012-02-19 00:00:00
0,0,0,0,39300,29100,2500,5800,2700,0,0,2012-02-20 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-21 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-22 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-23 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-24 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-25 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-26 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-27 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-28 00:00:00
0,0,0,0,40400,28000,2500,5800,2700,0,0,2012-02-29 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-01 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-02 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-03 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-04 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-05 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-06 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-07 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-08 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-09 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-10 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-11 00:00:00
0,0,0,0,40500,28000,2500,5800,2700,0,0,2012-03-12 00:00:00
0,0,0,0,40600,28000,2500,5800,2700,0,0,2012-03-13 00:00:00
0,0,0,0,40600,28000,2500,5800,2700,0,0,2012-03-14 00:00:00
0,0,0,0,40600,28000,2500,5800,2700,0,0,2012-03-15 00:00:00
0,0,0,0,40600,28000,2500,5800,2700,0,4900,2012-03-16 00:00:00
0,4900,0,0,40600,28000,2500,5800,2700,0,0,2012-03-17 00:00:00
0,3900,0,0,40600,28000,2500,5800,2700,0,0,2012-03-18 00:00:00
0,3900,0,0,45900,19200,2500,5800,2700,0,0,2012-03-19 00:00:00
0,2900,0,0,31100,34300,2500,5800,2700,0,0,2012-03-20 00:00:00
0,3300,0,0,15300,50600,2500,5800,2700,0,0,2012-03-21 00:00:00
0,4800,0,0,8000,58300,2500,5800,2700,0,0,2012-03-22 00:00:00
0,4800,0,0,4300,62000,2500,5800,2700,0,0,2012-03-23 00:00:00
1100,4900,0,0,2100,64200,2500,5800,2700,0,0,2012-03-24 00:00:00
3000,4900,0,0,1000,65300,2500,5800,2700,0,0,2012-03-25 00:00:00
3000,4900,0,0,400,67400,2500,5800,2700,0,0,2012-03-26 00:00:00
2300,4900,0,0,1000,66800,2500,5800,2700,0,0,2012-03-27 00:00:00
5400,4900,0,0,100,68500,2500,5800,2700,0,0,2012-03-28 00:00:00
6200,4900,0,0,800,67800,2500,5800,2700,0,0,2012-03-29 00:00:00
3100,4900,0,0,400,68200,2500,5800,2700,0,0,2012-03-30 00:00:00
4600,4900,0,0,0,69800,2500,5800,2700,0,0,2012-03-31 00:00:00
3800,4900,0,0,800,69000,2500,5800,2700,0,1000,2012-04-01 00:00:00
3900,5900,0,0,400,69400,2500,5800,2700,0,0,2012-04-02 00:00:00
3100,5900,0,0,0,71000,2500,5800,2700,0,12900,2012-04-03 00:00:00
2800,7900,0,0,800,70200,2500,5800,5100,0,10500,2012-04-04 00:00:00
0,10900,0,0,400,70600,2500,5800,5100,0,4600,2012-04-05 00:00:00
0,13600,0,0,200,70800,2500,5800,6000,0,2000,2012-04-06 00:00:00
0,13600,0,0,0,72400,2500,5800,6000,0,2900,2012-04-07 00:00:00
0,13600,0,0,800,71600,2500,5800,6000,0,9500,2012-04-08 00:00:00
0,13700,0,0,400,72000,2500,5800,7600,0,8000,2012-04-09 00:00:00
0,16500,0,0,0,73600,2500,5800,7600,0,6700,2012-04-10 00:00:00
0,15800,0,0,800,72800,2500,5800,7600,0,6700,2012-04-11 00:00:00
0,15300,0,0,400,73200,2500,5800,7600,0,6700,2012-04-12 00:00:00
0,16000,0,0,200,73400,2500,5800,7600,0,6700,2012-04-13 00:00:00
0,16500,0,0,0,75000,2500,5800,7600,0,6700,2012-04-14 00:00:00
0,16500,0,0,800,74200,2500,5800,7600,0,6700,2012-04-15 00:00:00
0,16500,0,0,400,74600,2500,5800,7600,0,6700,2012-04-16 00:00:00
0,16500,0,0,0,76200,2500,5800,7600,0,6700,2012-04-17 00:00:00
0,16500,0,0,800,75400,2500,5800,7600,0,6700,2012-04-18 00:00:00
0,16500,0,0,400,75800,2500,5800,7600,0,6700,2012-04-19 00:00:00
0,16500,0,0,0,77400,2500,5800,7600,0,6700,2012-04-20 00:00:00
0,16500,0,0,800,76600,2500,5800,7600,0,6700,2012-04-21 00:00:00
0,16500,0,0,0,78200,2500,5800,7600,0,6700,2012-04-22 00:00:00
0,16500,0,0,800,77400,2500,5800,7600,0,6700,2012-04-23 00:00:00
0,16500,0,0,400,77800,2500,5800,7600,0,6700,2012-04-24 00:00:00
0,16500,0,0,200,78000,2500,5800,7600,0,6700,2012-04-25 00:00:00
0,16500,0,0,100,78100,2500,5800,7600,0,6700,2012-04-26 00:00:00
0,16500,0,0,0,79700,2500,5800,7600,0,6700,2012-04-27 00:00:00
0,16500,0,0,800,78900,2500,5800,7600,0,6700,2012-04-28 00:00:00
0,16500,0,0,400,79300,2500,5800,7600,0,6700,2012-04-29 00:00:00
0,16500,0,0,200,79500,2500,5800,7600,0,6700,2012-04-30 00:00:00
0,16500,0,0,100,79600,2500,5800,7600,0,6700,2012-05-01 00:00:00
