Dead,IDP,Returnee,Refugee,Resident,Fleeing from conflict,Date
0,485100,356900,1451600,1158500,83,2012-12-13 00:00:00
0,485400,356900,1451600,1158600,83,2012-12-14 00:00:00
0,485600,357000,1451500,1158800,83,2012-12-15 00:00:00
0,485800,357000,1451500,1159000,83,2012-12-16 00:00:00
0,486100,357000,1451500,1159100,83,2012-12-17 00:00:00
0,486100,357000,1451500,1159500,83,2012-12-18 00:00:00
0,486500,357100,1451400,1159500,83,2012-12-19 00:00:00
0,486800,357200,1451300,1159600,83,2012-12-20 00:00:00
0,487200,357200,1451300,1159600,83,2012-12-21 00:00:00
0,487600,357200,1451300,1159600,83,2012-12-22 00:00:00
0,487900,357200,1451300,1159700,83,2012-12-23 00:00:00
0,488100,357100,1451400,1159900,83,2012-12-24 00:00:00
0,488600,357100,1451400,1159800,83,2012-12-25 00:00:00
0,488700,357100,1451400,1160100,83,2012-12-26 00:00:00
0,489000,357100,1451400,1160200,83,2012-12-27 00:00:00
0,489200,357100,1451400,1160400,83,2012-12-28 00:00:00
0,489500,357100,1451400,1160500,83,2012-12-29 00:00:00
0,489700,357100,1451400,1160700,83,2012-12-30 00:00:00
0,490200,357100,1451400,1160600,83,2012-12-31 00:00:00
0,490400,357200,1451300,1160800,83,2013-01-01 00:00:00
