Dead,IDP,Returnee,Refugee,Resident,Fleeing from conflict,Date
45300,705000,1062600,384000,1187700,111,2012-06-10 00:00:00
45300,702600,1064100,383700,1188300,115,2012-06-11 00:00:00
45300,701700,1073100,376200,1188900,113,2012-06-12 00:00:00
45300,701400,1077000,371100,1189500,118,2012-06-13 00:00:00
45300,700200,1079100,370800,1190100,116,2012-06-14 00:00:00
45900,708900,1080300,369600,1180200,120,2012-06-15 00:00:00
45900,708300,1087200,363600,1180500,120,2012-06-16 00:00:00
45900,706800,1087800,365100,1181100,118,2012-06-17 00:00:00
45900,705900,1094700,358200,1181700,121,2012-06-18 00:00:00
45900,705300,1101300,353100,1182300,118,2012-06-19 00:00:00
45900,705000,1094700,359100,1182600,122,2012-06-20 00:00:00
45900,703200,1101300,354300,1183200,122,2012-06-21 00:00:00
45900,702000,1095900,360900,1183800,122,2012-06-22 00:00:00
45900,701400,1096800,361200,1184100,121,2012-06-23 00:00:00
45900,701400,1100700,358200,1184700,118,2012-06-24 00:00:00
45900,703500,1102500,355500,1182900,122,2012-06-25 00:00:00
45900,720600,1109100,351600,1167000,111,2012-06-26 00:00:00
46200,756300,1105800,353700,1131000,117,2012-06-27 00:00:00
46200,757800,1109700,348900,1130100,120,2012-06-28 00:00:00
46200,758100,1107600,351000,1130400,120,2012-06-29 00:00:00
46200,756900,1104600,356700,1130400,117,2012-06-30 00:00:00
46200,755100,1105800,356400,1131000,120,2012-07-01 00:00:00
46200,752400,1109100,356700,1131600,117,2012-07-02 00:00:00
46200,747600,1107900,362400,1131600,120,2012-07-03 00:00:00
46200,743400,1112400,362100,1132200,120,2012-07-04 00:00:00
46200,742500,1116000,359400,1132200,122,2012-07-05 00:00:00
46200,741300,1122300,355200,1132200,121,2012-07-06 00:00:00
46200,742200,1119900,357000,1132200,122,2012-07-07 00:00:00
46200,742200,1121100,357300,1132200,119,2012-07-08 00:00:00
46200,742500,1128900,349500,1132500,119,2012-07-09 00:00:00
46200,741600,1129200,349200,1132800,123,2012-07-10 00:00:00
46200,741600,1122900,356700,1133100,120,2012-07-11 00:00:00
46200,741600,1126200,353100,1133100,123,2012-07-12 00:00:00
46200,741900,1129200,351300,1133100,120,2012-07-13 00:00:00
46200,741900,1127700,352200,1133400,123,2012-07-14 00:00:00
46200,741900,1129200,352200,1133400,120,2012-07-15 00:00:00
46200,741900,1129800,351000,1133700,123,2012-07-16 00:00:00
46200,741900,1133400,347400,1134000,124,2012-07-17 00:00:00
46200,742500,1131000,349800,1134000,124,2012-07-18 00:00:00
46200,742500,1128600,352800,1134000,124,2012-07-19 00:00:00
46200,742200,1132200,349500,1134300,125,2012-07-20 00:00:00
46200,741900,1130700,351300,1134900,125,2012-07-21 00:00:00
46200,741900,1131000,351000,1135200,126,2012-07-22 00:00:00
46200,742500,1131300,350700,1135500,125,2012-07-23 00:00:00
46200,741900,1131000,351600,1135500,127,2012-07-24 00:00:00
46200,742200,1130100,352500,1135800,127,2012-07-25 00:00:00
46200,745200,1127700,354900,1133400,127,2012-07-26 00:00:00
46200,744900,1128600,354000,1133700,129,2012-07-27 00:00:00
46200,744600,1133700,349200,1134300,129,2012-07-28 00:00:00
