Dead,IDP,Returnee,Refugee,Resident,Fleeing from conflict,Date
0,111800,17300,77900,3152100,1,2012-04-04 00:00:00
0,108900,16500,81600,3152500,1,2012-04-05 00:00:00
0,103200,20200,83600,3152900,1,2012-04-06 00:00:00
0,101000,15300,98200,3145800,1,2012-04-07 00:00:00
0,98200,14100,102200,3146200,1,2012-04-08 00:00:00
0,98200,18400,97900,3146600,1,2012-04-09 00:00:00
0,96500,17700,100300,3147000,1,2012-04-10 00:00:00
0,91300,18300,104900,3147400,1,2012-04-11 00:00:00
0,90800,17800,105900,3147800,1,2012-04-12 00:00:00
0,90000,15900,108600,3148200,1,2012-04-13 00:00:00
0,87700,18000,108900,3148500,1,2012-04-14 00:00:00
100,86700,18000,109800,3148900,1,2012-04-15 00:00:00
100,85300,20600,108600,3149300,1,2012-04-16 00:00:00
100,84300,19600,110600,3149700,1,2012-04-17 00:00:00
100,84300,17100,113100,3150100,1,2012-04-18 00:00:00
100,84400,18300,111900,3150400,1,2012-04-19 00:00:00
100,84400,23800,106400,3150800,1,2012-04-20 00:00:00
100,84400,22000,108200,3151200,1,2012-04-21 00:00:00
100,84400,18100,112100,3151600,1,2012-04-22 00:00:00
100,84400,22300,107900,3152000,1,2012-04-23 00:00:00
100,84400,24900,105300,3152400,1,2012-04-24 00:00:00
100,84400,21300,108900,3152800,1,2012-04-25 00:00:00
100,84400,24200,106000,3153200,1,2012-04-26 00:00:00
100,84400,25600,104600,3153600,1,2012-04-27 00:00:00
100,84400,23500,106700,3154000,1,2012-04-28 00:00:00
100,84400,24800,105400,3154400,1,2012-04-29 00:00:00
200,2046200,24700,105500,1192900,1,2012-04-30 00:00:00
200,2046400,26200,104000,1193100,1,2012-05-01 00:00:00
200,2046900,24600,105600,1193000,1,2012-05-02 00:00:00
200,2046800,22900,107500,1193200,2,2012-05-03 00:00:00
200,2045000,24000,108500,1193300,2,2012-05-04 00:00:00
200,2033500,23700,120500,1193500,2,2012-05-05 00:00:00
200,2017400,24900,135500,1193800,2,2012-05-06 00:00:00
200,1980900,30600,166500,1194000,2,2012-05-07 00:00:00
200,1907300,34900,236000,1194200,2,2012-05-08 00:00:00
200,1821000,44400,313300,1194100,2,2012-05-09 00:00:00
200,1709300,52000,417700,1194200,2,2012-05-10 00:00:00
200,1622600,61400,495100,1194500,2,2012-05-11 00:00:00
200,1528000,60200,591200,1194600,2,2012-05-12 00:00:00
200,1457400,67800,654400,1194800,2,2012-05-13 00:00:00
200,1406600,70400,702700,1195100,2,2012-05-14 00:00:00
200,1390300,73000,724800,1187100,2,2012-05-15 00:00:00
200,1362100,77100,749100,1187300,2,2012-05-16 00:00:00
200,1344400,86000,758200,1187400,2,2012-05-17 00:00:00
200,1330500,92100,766300,1187500,2,2012-05-18 00:00:00
200,1311800,104200,773200,1187600,2,2012-05-19 00:00:00
200,1304500,94600,790100,1188000,2,2012-05-20 00:00:00
200,1298800,97500,793400,1187900,2,2012-05-21 00:00:00
200,1292200,99400,798300,1188100,2,2012-05-22 00:00:00
200,1286200,102000,801900,1188300,2,2012-05-23 00:00:00
200,1285300,103900,801300,1188300,2,2012-05-24 00:00:00
200,1283800,94400,812700,1188300,2,2012-05-25 00:00:00
200,1281900,97400,811700,1188600,2,2012-05-26 00:00:00
200,1280300,97600,813400,1188700,2,2012-05-27 00:00:00
200,1277400,99900,814200,1188900,2,2012-05-28 00:00:00
200,1277000,103300,811600,1188900,2,2012-05-29 00:00:00
200,1273200,99300,819400,1189300,2,2012-05-30 00:00:00
200,1272900,110100,809300,1189300,2,2012-05-31 00:00:00
200,1270400,108400,813700,1189500,2,2012-06-01 00:00:00
200,1268700,112600,811400,1189700,2,2012-06-02 00:00:00
200,1268200,108200,816800,1189600,2,2012-06-03 00:00:00
200,1265600,104700,823000,1189900,2,2012-06-04 00:00:00
200,1264900,99500,829000,1190200,2,2012-06-05 00:00:00
200,1265200,110100,818400,1190300,2,2012-06-06 00:00:00
200,1264500,115200,814300,1190400,2,2012-06-07 00:00:00
200,1262100,108000,824100,1190600,2,2012-06-08 00:00:00
200,1262400,113900,818200,1190700,2,2012-06-09 00:00:00
200,1261300,113200,820300,1190800,2,2012-06-10 00:00:00
200,1261500,118400,815100,1191000,2,2012-06-11 00:00:00
200,1261800,130100,803400,1191100,2,2012-06-12 00:00:00
200,1261500,127800,806400,1191100,2,2012-06-13 00:00:00
200,1260000,122100,813700,1191400,2,2012-06-14 00:00:00
200,1263600,119800,817100,1187100,2,2012-06-15 00:00:00
200,1261500,116300,823100,1187100,2,2012-06-16 00:00:00
200,1260900,128400,811800,1187300,2,2012-06-17 00:00:00
200,1261000,135300,804900,1187600,2,2012-06-18 00:00:00
200,1260500,133700,807500,1187500,2,2012-06-19 00:00:00
200,1260800,134600,806600,1187600,2,2012-06-20 00:00:00
200,1259000,131900,811400,1187700,2,2012-06-21 00:00:00
200,1257500,135300,809700,1187900,2,2012-06-22 00:00:00
200,1256900,136200,809400,1188200,3,2012-06-23 00:00:00
200,1257100,130400,815200,1188400,3,2012-06-24 00:00:00
200,1263900,136800,808800,1182000,3,2012-06-25 00:00:00
200,1283800,140300,805300,1162500,3,2012-06-26 00:00:00
200,1306000,142100,804500,1139700,3,2012-06-27 00:00:00
200,1306100,137600,809200,1139800,3,2012-06-28 00:00:00
200,1305600,141200,806500,1139800,3,2012-06-29 00:00:00
200,1301100,141500,811100,1139800,3,2012-06-30 00:00:00
200,1291300,134900,827600,1140100,3,2012-07-01 00:00:00
200,1285200,137900,831000,1140200,3,2012-07-02 00:00:00
200,1277600,139400,837300,1140400,3,2012-07-03 00:00:00
200,1276400,140300,838100,1140300,3,2012-07-04 00:00:00
200,1272900,143900,838400,1140300,3,2012-07-05 00:00:00
200,1272000,145800,837800,1140300,3,2012-07-06 00:00:00
200,1271100,144900,839700,1140600,3,2012-07-07 00:00:00
200,1271400,151300,833300,1140700,3,2012-07-08 00:00:00
200,1271500,153300,831300,1141000,3,2012-07-09 00:00:00
200,1271700,153400,831200,1141200,3,2012-07-10 00:00:00
200,1271900,152900,831700,1141400,3,2012-07-11 00:00:00
200,1271500,156900,828300,1141600,3,2012-07-12 00:00:00
200,1270700,156900,829400,1141700,3,2012-07-13 00:00:00
200,1270900,167800,818500,1141900,3,2012-07-14 00:00:00
200,1271100,175100,811200,1142100,3,2012-07-15 00:00:00
200,1270600,171000,815900,1142400,3,2012-07-16 00:00:00
200,1271000,170600,816300,1142400,3,2012-07-17 00:00:00
200,1271300,165700,821200,1142500,3,2012-07-18 00:00:00
200,1271700,171400,815500,1142500,3,2012-07-19 00:00:00
200,1271900,173700,813200,1142700,3,2012-07-20 00:00:00
200,1272100,174500,812400,1142900,3,2012-07-21 00:00:00
200,1272600,170000,816900,1142800,3,2012-07-22 00:00:00
