Day,Mbera sim,Mbera data,Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,retrofitted time,refugees in camps (simulation),refugee_debt,Total error (retrofitted)
95,23117,34982,0.3391744325653193,6906,5328,0.2961711711711712,1931,1146,0.6849912739965096,3393,5000,0.3214,2437,1731,0.40785673021374924,213,2508,0.9150717703349283,6305,1240,4.084677419354839,0.4602098777317801,51935,51935,51935,0,44302,0,0.8227220002216993
96,23218,35154,0.33953461910451155,6898,5338,0.2922442862495316,1929,1149,0.6788511749347259,3433,5044,0.31938937351308483,2457,1740,0.41206896551724137,217,2547,0.9148017275225756,6302,1259,4.005559968228753,0.4590568819283567,52231,52231,52231,0,44454,0,0.8209696747432359
97,23313,35325,0.3400424628450106,6897,5349,0.28939988782950077,1927,1151,0.6741963509991311,3497,5087,0.31256143109887946,2493,1750,0.4245714285714286,224,2587,0.9134132199458833,6290,1278,3.9217527386541473,0.4577455403887524,52527,52527,52527,0,44641,0,0.8199034226495698
98,23429,35497,0.33997239203312957,6902,5359,0.2879268520246314,1927,1154,0.6698440207972269,3540,5131,0.31007600857532647,2531,1759,0.4388857305287095,226,2626,0.913937547600914,6285,1298,3.842064714946071,0.45687566257761625,52824,52824,52824,0,44840,0,0.8190607883067158
99,23519,35669,0.34063192127617814,6907,5369,0.28645930340845593,1925,1157,0.6637856525496975,3587,5175,0.3068599033816425,2570,1769,0.45279819106840025,231,2665,0.9133208255159475,6277,1317,3.766135155656796,0.45629788595847215,53121,53121,53121,0,45016,0,0.817794602539748
100,23621,35841,0.3409503083061298,6903,5380,0.28308550185873615,1930,1160,0.6637931034482758,3635,5218,0.3033729398236872,2603,1779,0.4631815626756606,238,2704,0.9119822485207101,6269,1336,3.692365269461078,0.45525852708824743,53418,53418,53418,0,45199,0,0.8166735385359608
101,23721,36013,0.3413211895704329,6901,5390,0.2803339517625232,1931,1162,0.6617900172117039,3697,5262,0.2974154313949069,2635,1788,0.4737136465324385,240,2743,0.9125045570543201,6265,1356,3.6202064896755166,0.4541832669322709,53714,53714,53714,0,45390,0,0.8157289920972922
102,23835,36185,0.3413016443277601,6904,5400,0.2785185185185186,1929,1165,0.6557939914163091,3766,5305,0.29010367577756835,2666,1798,0.48275862068965525,243,2783,0.9126841537908732,6260,1375,3.5527272727272727,0.45268556405176724,54011,54011,54011,0,45603,0,0.8151870374833636
103,23953,36357,0.3411722639381687,6905,5411,0.276104232119756,1928,1168,0.6506849315068493,3837,5349,0.28266965787997755,2706,1807,0.4975096845600442,245,2822,0.9131821403260099,6256,1395,3.484587813620072,0.4512511738385903,54309,54309,54309,0,45830,0,0.814893794426595
104,24061,36529,0.34131785704508744,6896,5421,0.2720900202914591,1925,1170,0.6452991452991452,3904,5393,0.27609864639347304,2749,1817,0.5129334067143643,250,2861,0.9126179657462425,6248,1414,3.418670438472419,0.44984891493452983,54605,54605,54605,0,46033,0,0.8141940679702216
105,24154,36701,0.341870793711343,6895,5431,0.2695636162769288,1927,1173,0.6427962489343564,3968,5436,0.27005150846210446,2774,1827,0.518336070060208,251,2900,0.913448275862069,6242,1433,3.3558967201674808,0.4487714249285077,54901,54901,54901,0,46211,0,0.8130465215845605
106,24257,36873,0.3421473707048518,6905,5442,0.26883498713708187,1936,1176,0.6462585034013606,4043,5480,0.2622262773722628,2808,1836,0.5294117647058822,256,2939,0.9128955427015992,6238,1453,3.293186510667584,0.44776173481403647,55199,55199,55199,0,46443,0,0.8128601438706128
107,24364,37045,0.342313402618437,6918,5452,0.268892149669846,1936,1179,0.642069550466497,4096,5523,0.258374072062285,2854,1846,0.5460455037919827,261,2979,0.9123867069486404,6230,1472,3.2323369565217392,0.44714934409687185,55496,55496,55496,0,46659,0,0.8124021025211539
108,24475,37216,0.3423527515047291,6921,5462,0.26711827169534974,1934,1181,0.6375952582557154,4169,5567,0.2511226872642357,2885,1855,0.5552560646900269,269,3018,0.9108681245858185,6227,1491,3.1763916834339367,0.44570711597060403,55790,55790,55790,0,46880,0,0.8120822204967548
109,24579,37388,0.34259655504439923,6910,5473,0.2625616663621415,1929,1184,0.629222972972973,4223,5610,0.24723707664884131,2920,1865,0.5656836461126005,275,3057,0.910042525351652,6215,1511,3.113170086035738,0.44428398231350735,56088,56088,56088,0,47051,0,0.8108163436299022
110,24676,37560,0.34302449414270497,6906,5483,0.25952945467809596,1927,1187,0.6234203875315922,4292,5654,0.2408914043155288,2953,1875,0.5749333333333333,280,3096,0.9095607235142119,6212,1530,3.060130718954248,0.443114303449499,56385,56385,56385,0,47246,0,0.8100038499869461
111,24803,37732,0.3426534506519665,6897,5493,0.255598033861278,1926,1189,0.6198486122792262,4351,5698,0.23639873639873643,2993,1884,0.5886411889596603,284,3135,0.9094098883572568,6208,1550,3.0051612903225804,0.44168239798168696,56681,56681,56681,0,47462,0,0.8095846417937925
112,24926,37904,0.34239130434782605,6897,5504,0.25308866279069764,1925,1192,0.6149328859060403,4409,5741,0.23201532834001048,3034,1894,0.6019007391763465,291,3175,0.9083464566929134,6205,1569,2.9547482472912683,0.44044297021709755,56979,56979,56979,0,47687,0,0.8092993397833228
113,25050,38076,0.3421052631578947,6890,5514,0.24954660863257172,1934,1195,0.6184100418410041,4463,5785,0.2285220397579948,3073,1903,0.6148187073042564,294,3214,0.9085252022401992,6200,1588,2.9042821158690177,0.43937145351374945,57275,57275,57275,0,47904,0,0.8089055797732685
114,25158,38248,0.34224011713030744,6921,5524,0.252896451846488,1937,1197,0.6182121971595655,4518,5828,0.22477693891557993,3116,1913,0.6288552012545741,300,3253,0.9077774362127267,6197,1608,2.853855721393035,0.4391447082732626,57571,57571,57571,0,48147,0,0.808967485044796
115,25282,38420,0.34195731389901096,6931,5535,0.2522131887985546,1936,1200,0.6133333333333333,4568,5872,0.2220708446866485,3156,1923,0.641185647425897,305,3292,0.9073511543134872,6195,1627,2.807621389059619,0.438265738132679,57869,57869,57869,0,48373,0,0.8087070293510161
116,25411,38592,0.3415474709784412,6920,5545,0.24797114517583418,1935,1203,0.6084788029925188,4633,5916,0.21686950642325897,3198,1932,0.65527950310559,314,3331,0.9057340138096668,6193,1646,2.762454434993925,0.43670592280581105,58165,58165,58165,0,48604,0,0.8085630032066354
117,25537,39026,0.3456413672935992,6910,5555,0.24392439243924402,1932,1206,0.6019900497512438,4692,5959,0.2126195670414499,3231,1942,0.6637487126673531,323,3371,0.904182735093444,6193,1666,2.7172869147659062,0.4376500638569604,58725,58725,58725,0,48818,0,0.8044966723118596
118,25667,39460,0.34954384186517995,6904,5566,0.24038807042759602,1931,1208,0.5985099337748345,4752,6003,0.20839580209895048,3277,1951,0.6796514607893387,326,3410,0.9043988269794722,6195,1685,2.6765578635014835,0.43899600222660795,59283,59283,59283,0,49052,0,0.8008715328427028
119,25790,39894,0.35353687271268863,6897,5576,0.23690817790530838,1926,1211,0.5904211395540875,4837,6046,0.19996692027786966,3296,1961,0.6807751147373788,330,3449,0.9043200927805161,6199,1705,2.6357771260997067,0.4394405267203636,59842,59842,59842,0,49275,0,0.7971168590874963
120,25918,40329,0.35733591212279003,6905,5586,0.2361260293591121,1922,1214,0.5831960461285008,4933,6090,0.189983579638752,3321,1971,0.6849315068493151,338,3488,0.9030963302752294,6201,1724,2.5968677494199537,0.4399192079732459,60402,60402,60402,0,49538,0,0.794080776820535
121,26036,40763,0.3612835169148493,6908,5597,0.23423262462033234,1939,1216,0.5945723684210527,5042,6134,0.17802412781219434,3345,1980,0.6893939393939394,347,3527,0.9016161043379642,6209,1743,2.5622489959839356,0.4406824146981627,60960,60960,60960,0,49826,0,0.7915365334894021
122,26175,41197,0.3646382018108114,6907,5607,0.2318530408418049,1953,1219,0.6021328958162429,5178,6177,0.16172899465760082,3364,1990,0.6904522613065327,355,3567,0.9004765909728063,6206,1763,2.520136131593874,0.4402470741222367,61520,61520,61520,0,50138,0,0.7894029109478861
123,26291,41632,0.3684905841660261,6902,5617,0.22876980594623464,1950,1222,0.5957446808510638,5321,6248,0.14836747759282976,3382,2012,0.6809145129224652,363,3797,0.9043982091124572,6203,1763,2.518434486670448,0.4418776388242282,62291,62291,62291,0,50412,0,0.7840308725420037
124,26450,42066,0.37122616840203493,6898,5628,0.2256574271499645,1948,1225,0.590204081632653,5466,6318,0.1348528015194682,3393,2033,0.6689621249385145,375,4027,0.9068785696548299,6197,1763,2.515031196823596,0.44254678084364096,63060,63060,63060,0,50727,0,0.7794650663100848
125,26584,42500,0.37449411764705887,6913,5638,0.2261440227030862,1948,1227,0.5876120619396903,5654,6389,0.1150414775395211,3412,2055,0.6603406326034063,379,4257,0.9109701667841202,6197,1764,2.5130385487528346,0.44360018799937334,63830,63830,63830,0,51087,0,0.7757021319366122
126,26713,42934,0.37781245632831784,6917,5648,0.2246813031161472,1946,1230,0.5821138211382113,5848,6460,0.09473684210526312,3426,2077,0.6494944631680308,382,4487,0.9148651660352128,6199,1764,2.514172335600907,0.44438080495356036,64600,64600,64600,0,51431,0,0.7717812241720426
127,26867,43369,0.38050220203371077,6910,5659,0.22106379218943273,1945,1233,0.5774533657745338,6043,6530,0.07457886676875958,3440,2099,0.6388756550738446,389,4717,0.9175323298706806,6196,1765,2.5104815864022663,0.4444104509575965,65372,65372,65372,0,51790,0,0.7681586471503695
128,27016,43803,0.3832385909640892,6900,5669,0.2171458811077791,1943,1235,0.5732793522267206,6241,6601,0.054537191334646296,3448,2121,0.6256482791136257,400,4947,0.9191429148979179,6199,1765,2.5121813031161473,0.4444142060144237,66141,66141,66141,0,52147,0,0.7646250749386001
129,27189,44237,0.385378755340552,6899,5679,0.21482655397076944,1941,1238,0.5678513731825525,6448,6671,0.03342827162344475,3454,2142,0.6125116713352008,407,5177,0.9213830403708712,6205,1765,2.5155807365439093,0.4441256034315264,66909,66909,66909,0,52543,0,0.7617669832386369
130,27354,44671,0.38765642139195455,6902,5690,0.21300527240773293,1937,1241,0.5608380338436745,6635,6742,0.015870661524770124,3457,2164,0.5975046210720887,416,5407,0.9230626965045312,6207,1766,2.514722536806342,0.4440980481966874,67681,67681,67681,0,52908,0,0.7584708719066496
131,27554,45106,0.3891278322174434,6914,5700,0.21298245614035083,1933,1243,0.5551086082059533,6852,6813,0.005724350506384868,3461,2186,0.5832570905763952,430,5637,0.9237182898704985,6206,1766,2.5141562853907136,0.444361660165666,68451,68451,68451,0,53350,0,0.7563960655288302
132,27737,45540,0.3909310496267018,6911,5710,0.21033274956217163,1933,1246,0.5513643659711076,7089,6883,0.029928810111869764,3464,2208,0.568840579710145,438,5867,0.9253451508437021,6212,1912,2.2489539748953975,0.4452037021018943,69366,69366,69366,0,53784,0,0.7526751878660144
133,27904,45974,0.3930482446600252,6904,5721,0.20678203111344162,1933,1249,0.5476381104883907,7317,6954,0.052200172562553826,3466,2230,0.5542600896860987,447,6097,0.926685255043464,6204,2059,2.013113161728995,0.44577713277559616,70284,70284,70284,0,54175,0,0.748407419633401
134,28093,46408,0.39465178417514224,6902,5731,0.2043273425231198,1929,1252,0.54073482428115,7540,7024,0.0734624145785876,3469,2251,0.5410928476232786,463,6327,0.9268215584005057,6198,2205,1.8108843537414967,0.44599567403578755,71198,71198,71198,0,54594,0,0.7446847816162526
135,28302,46843,0.3958115406784365,6903,5741,0.20240376241072977,1924,1254,0.5342902711323765,7801,7041,0.10793921317994593,3470,2273,0.5266168059832821,474,6327,0.9250829777145566,6199,2351,1.6367503190131858,0.4459278852847,71830,71830,71830,0,55073,0,0.7448011566408737
136,28473,47277,0.39774097341201853,6913,5752,0.20184283727399155,1935,1257,0.5393794749403342,8089,7057,0.14623777809267402,3463,2295,0.5089324618736384,488,6327,0.9228702386597123,6198,2498,1.4811849479583667,0.446876336889171,72463,72463,72463,0,55559,0,0.7450018227442137
137,28669,47711,0.39911131604871,6911,5762,0.19940992710864291,1939,1260,0.538888888888889,8349,7074,0.18023748939779471,3461,2317,0.4937419076391887,501,6327,0.9208155523944997,6198,2644,1.3441754916792736,0.4469389151104727,73095,73095,73095,0,56028,0,0.7449766342638204
138,28883,47711,0.39462597723795356,6900,5772,0.19542619542619533,1936,1262,0.5340729001584785,8580,7090,0.21015514809590963,3457,2338,0.47861420017108647,511,6327,0.9192350244981824,6199,2790,1.2218637992831543,0.442952653840906,73290,73290,73290,0,56466,0,0.7489707611067533
139,29088,47711,0.3903292741715747,6906,5783,0.19418986685111528,1935,1265,0.5296442687747036,8824,7107,0.24159279583509208,3450,2360,0.4618644067796611,529,6327,0.9163900742848111,6200,2937,1.110997616615594,0.439297863654919,73490,73490,73490,0,56932,0,0.7532734668868412
140,29320,47923,0.38818521378043946,6914,5793,0.1935094079060935,1934,1268,0.525236593059937,8979,7123,0.2605643689456689,3446,2382,0.44668345927791764,542,6327,0.9143353880195986,6201,3083,1.011352578657152,0.43590576327149216,73899,73899,73899,0,57336,0,0.7545713349505941
141,29541,48135,0.3862885634153942,6911,5803,0.19093572290194727,1933,1271,0.5208497246262784,9133,7140,0.2791316526610643,3443,2404,0.43219633943427627,553,6327,0.9125968073336495,6198,3229,0.9194797150820688,0.43250481099193905,74309,74309,74309,0,57712,0,0.755467939031799
142,29773,48347,0.3841810246757813,6905,5814,0.1876504987960097,1932,1273,0.5176747839748626,9268,7157,0.2949559871454519,3440,2430,0.4156378600823045,561,6327,0.9113323850165955,6199,3375,0.8367407407407408,0.42871672711213415,74723,74723,74723,0,58078,0,0.7561803873173447
143,29977,48558,0.3826557930722023,6897,5824,0.18423763736263732,1932,1276,0.5141065830721003,9385,7173,0.3083786421302106,3437,2456,0.3994299674267101,581,6327,0.9081713292239608,6198,3522,0.7597955706984667,0.42489618824531517,75136,75136,75136,0,58407,0,0.7564026176734715
144,30193,48770,0.380910395735083,6912,5834,0.18477888241343843,1929,1279,0.508209538702111,9516,7190,0.32350486787204447,3433,2483,0.382601691502215,594,6327,0.9061166429587482,6197,3782,0.638551031200423,0.4193352276481861,75665,75665,75665,0,58774,0,0.7559646743079885
145,30423,48982,0.37889428769752154,6928,5845,0.18528656971770752,1928,1281,0.5050741608118656,9657,7206,0.34013322231473775,3428,2509,0.3662813870067756,606,6327,0.9042200094831674,6197,4042,0.533151904997526,0.41388859722805543,76192,76192,76192,0,59167,0,0.7558938875671193
146,30649,49194,0.3769768670976136,6922,5855,0.18223740392826637,1926,1284,0.5,9815,7223,0.35885366191333246,3427,2535,0.3518737672583827,617,6327,0.9024814287972183,6204,4303,0.4417848013014176,0.4086104195722162,76721,76721,76721,0,59560,0,0.7558043701400393
147,30894,49406,0.3746913330364733,6915,5865,0.17902813299232734,1922,1287,0.4933954933954934,9949,7239,0.37436109959939223,3431,2562,0.3391881342701015,632,6327,0.9001106369527422,6199,4563,0.3585360508437432,0.40268482439902137,77249,77249,77249,0,59942,0,0.7555834649188203
148,31117,49617,0.37285607755406414,6909,5876,0.1757998638529612,1955,1290,0.5155038759689923,10100,7256,0.3919514884233737,3429,2588,0.3249613601236476,646,6327,0.8978978978978979,6200,4824,0.285240464344942,0.39779886343181875,77778,77778,77778,0,60356,0,0.7557672745701092
149,31351,49829,0.37082823255533925,6904,5876,0.17494894486044932,1974,1290,0.5302325581395348,10270,7272,0.4122662266226622,3428,2614,0.31140015302218815,665,6327,0.8948948948948949,6198,4887,0.26826273787599764,0.3966323068058134,78095,78095,78095,0,60790,0,0.7582568292658167
150,31562,50041,0.36927719270198434,6900,5876,0.17426820966643985,1974,1290,0.5302325581395348,10434,7289,0.4314720812182742,3428,2641,0.29799318439984845,685,6327,0.8917338391022601,6198,4950,0.2521212121212122,0.3954523426939067,78414,78414,78414,0,61181,0,0.7601584803927098
151,31795,50253,0.367301454639524,6910,5876,0.17597004765146362,1973,1290,0.5294573643410854,10580,7305,0.44832306639288166,3430,2667,0.28608923884514437,690,6327,0.8909435751541015,6198,5013,0.23638539796529034,0.3941903443370464,78731,78731,78731,0,61576,0,0.7621148858964569
152,32040,50253,0.3624261238135037,6922,5876,0.17801225323349223,1969,1291,0.5251742835011619,10737,7322,0.46640262223436224,3429,2693,0.2733011511325658,712,6327,0.8874664137822033,6199,5076,0.22123719464144997,0.3910043380095893,78838,78838,78838,0,62008,0,0.7665601243247413
153,32278,50253,0.3576900881539411,6916,5876,0.17699115044247793,1968,1291,0.5243996901626646,10861,7332,0.48131478450627396,3428,2953,0.16085336945479178,729,6327,0.8847795163584637,6201,5139,0.20665499124343256,0.38342322314989075,79171,79171,79171,0,62381,0,0.768047227918227
154,32502,50253,0.35323264282729394,6905,5876,0.17511912865895174,1968,1291,0.5243996901626646,10934,7343,0.48903717826501425,3426,2945,0.16332767402376902,741,6327,0.8828828828828829,6196,5202,0.19108035371011156,0.37998662241124725,79237,79237,79237,0,62672,0,0.7710800141539174
155,32752,50253,0.34825781545380374,6897,5876,0.1737576582709326,1967,1292,0.5224458204334366,11032,7354,0.5001359804188197,3425,2937,0.16615594143684032,754,6327,0.8808281966176703,6199,5265,0.177397910731244,0.3766518712801372,79304,79304,79304,0,63026,0,0.7748924024199783
156,33018,50597,0.34743166590904595,6911,5876,0.17614023144996604,1965,1292,0.5208978328173375,11114,7365,0.509029192124915,3428,2929,0.1703653123933082,766,6327,0.8789315631420894,6198,5328,0.16328828828828823,0.37591891010362044,79714,79714,79714,0,63400,0,0.7755986035265318
157,33239,50941,0.34750004907638243,6923,5876,0.17818243703199466,1963,1292,0.5193498452012384,11171,7375,0.5147118644067796,3429,2920,0.1743150684931507,786,6327,0.8757705073494547,6198,5391,0.14969393433500278,0.3753401063378348,80122,80122,80122,0,63709,0,0.7755056923381088
158,33465,51286,0.34748274382872524,6922,5876,0.17801225323349223,1960,1293,0.5158546017014694,11228,7386,0.520173300839426,3428,2912,0.17719780219780223,799,6327,0.8737158210842422,6198,5454,0.13641364136413636,0.3745498795539772,80534,80534,80534,0,64000,0,0.7751517009153147
159,33690,51541,0.346345627752663,6914,5876,0.1766507828454731,1958,1293,0.51430781129157,11281,7397,0.5250777342165742,3430,2904,0.18112947658402212,821,6327,0.8702386597123439,6199,5517,0.1236179082834874,0.37291447653206355,80855,80855,80855,0,64293,0,0.7756980654444865
160,33919,51797,0.3451551248141784,6909,5876,0.1757998638529612,1955,1293,0.5119876256767208,11345,7408,0.531452483801296,3432,2916,0.17695473251028804,837,6327,0.8677098150782361,6197,5534,0.11980484279002535,0.3718869761309164,81151,81151,81151,0,64594,0,0.7765778250608613
161,34162,52053,0.34370737517530214,6894,5876,0.17324710687542555,1951,1294,0.5077279752704791,11393,7418,0.5358587220275006,3436,2928,0.17349726775956276,853,6327,0.8651809704441283,6202,5509,0.12579415501905977,0.37118113138013636,81405,81405,81405,0,64891,0,0.7778031703398312
162,34377,52309,0.34280907683190276,6916,5876,0.17699115044247793,1950,1294,0.5069551777434311,11419,7429,0.537084398976982,3436,2940,0.16870748299319738,862,6327,0.8637584953374426,6201,5485,0.13053783044667266,0.3709894685280431,81660,81660,81660,0,65161,0,0.7786807137094532
163,34583,52564,0.34207822844532376,6919,5876,0.17750170183798497,1948,1294,0.5054095826893354,11427,7440,0.5358870967741935,3435,2952,0.16361788617886175,880,6327,0.8609135451240715,6201,5460,0.13571428571428568,0.3703441456179117,81913,81913,81913,0,65393,0,0.7791079203730049
164,34818,52820,0.3408178720181749,6914,5876,0.1766507828454731,1947,1295,0.5034749034749035,11442,7451,0.5356328009663132,3441,2964,0.16093117408906887,889,6327,0.8594910700173858,6198,5435,0.14038638454461827,0.369499075065719,82168,82168,82168,0,65649,0,0.7798056065805904
165,35091,53076,0.3388537191951164,6903,5876,0.1747787610619469,1945,1295,0.501930501930502,11441,7461,0.5334405575660099,3439,2976,0.15557795698924726,905,6327,0.856962225383278,6202,5411,0.14618369987063384,0.36783868384654583,82422,82422,82422,0,65926,0,0.7807632316798179
166,35357,53212,0.33554461399684277,6907,5876,0.17545949625595636,1943,1295,0.5003861003861003,11429,7472,0.5295770877944326,3444,2989,0.15222482435597184,925,6327,0.8538011695906433,6205,5386,0.15206089862606764,0.3654081422532311,82557,82557,82557,0,66210,0,0.7829265487059117
167,35582,53348,0.333020919247207,6916,5876,0.17699115044247793,1942,1296,0.4984567901234569,11416,7483,0.5255913403715087,3441,3001,0.14661779406864373,946,6327,0.8504820610083768,6201,5410,0.14621072088724585,0.3625409410086898,82741,82741,82741,0,66444,0,0.7840135734583091
168,35824,53484,0.33019220701518215,6908,5876,0.17562968005445878,1940,1296,0.49691358024691357,11406,7494,0.5220176140912731,3437,3013,0.14072353136408888,962,6327,0.847953216374269,6200,5434,0.1409642988590356,0.35940137957647966,82924,82924,82924,0,66677,0,0.7850931826915484
169,36092,53620,0.3268929503916449,6897,5876,0.1737576582709326,1939,1296,0.496141975308642,11398,7505,0.5187208527648235,3437,3025,0.13619834710743794,974,6327,0.8460565828986881,6199,5458,0.13576401612312194,0.3560590563971747,83107,83107,83107,0,66936,0,0.7864808870674426
170,36341,53756,0.32396383659498473,6909,5876,0.1757998638529612,1935,1297,0.49190439475713177,11387,7515,0.5152361942781105,3433,3037,0.1303918340467567,992,6327,0.843211632685317,6198,5482,0.1306092666909886,0.35304358266298475,83290,83290,83290,0,67195,0,0.7878624934747744
171,36614,53892,0.32060417130557406,6919,5876,0.17750170183798497,1933,1297,0.4903623747108712,11381,7526,0.5122242891310125,3434,3038,0.1303489137590521,1012,6327,0.8400505768926821,6197,5506,0.1254994551398474,0.3500275574512952,83462,83462,83462,0,67490,0,0.7897733948565091
172,36840,54028,0.31813133930554527,6912,5876,0.17631041524846824,1930,1297,0.4880493446414804,11369,7537,0.508425102826058,3432,3040,0.1289473684210527,1035,6327,0.8364153627311522,6201,5530,0.12133815551537075,0.34727087941651225,83635,83635,83635,0,67719,0,0.7908778272435459
173,37068,54028,0.31391130524913013,6905,5876,0.17511912865895174,1929,1297,0.48727833461835,11370,7548,0.5063593004769475,3431,3041,0.1282472870766196,1049,6327,0.8342026236763078,6201,5554,0.11649261793302124,0.3437033141709792,83671,83671,83671,0,67953,0,0.7933342147400408
174,37318,54028,0.3092840749241135,6896,5876,0.17358747447243017,1928,1298,0.48536209553158716,11364,7558,0.5035723736438211,3433,3043,0.1281629970423923,1068,6327,0.8311996206733049,6199,5578,0.11133022588741492,0.3397046877239929,83708,83708,83708,0,68206,0,0.7960059621722412
175,37572,54028,0.30458280891389655,6910,5876,0.17597004765146362,1926,1298,0.4838212634822805,11369,7601,0.49572424680963034,3434,3044,0.1281208935611038,1083,6327,0.8288288288288288,6202,5600,0.10749999999999993,0.33568887721727503,83774,83774,83774,0,68496,0,0.7988405362226223
176,37811,54028,0.3001591767231806,6934,5876,0.18005445881552085,1925,1298,0.48305084745762716,11368,7645,0.4869849574885545,3434,3046,0.12738017071569274,1103,6327,0.8256677730361941,6198,5622,0.10245464247598712,0.3317311132845113,83842,83842,83842,0,68773,0,0.8014964705221006
177,38075,54028,0.29527282149996303,6929,5876,0.17920353982300874,1940,1299,0.4934565050038491,11366,7688,0.47840790842872005,3435,3047,0.1273383656055136,1118,6327,0.823296981191718,6199,5644,0.09833451452870312,0.3274618932414878,83909,83909,83909,0,69062,0,0.8043006957717761
178,38334,54028,0.2904790108832457,6919,5876,0.17750170183798497,1950,1299,0.5011547344110854,11362,7731,0.46966757211227517,3436,3048,0.1272965879265091,1138,6327,0.8201359253990833,6199,5666,0.09406989057536186,0.3230604346531706,83975,83975,83975,0,69338,0,0.8069552495565818
179,38596,54028,0.28562967350262825,6912,5876,0.17631041524846824,1949,1299,0.5003849114703618,11369,7774,0.46243889889374845,3432,3050,0.12524590163934435,1154,6327,0.8176070807649756,6200,5688,0.09001406469760909,0.31865019871016875,84042,84042,84042,0,69612,0,0.8095722029641603
180,38847,54028,0.2809839342563115,6907,5876,0.17545949625595636,1948,1300,0.4984615384615385,11366,7817,0.45401048995778437,3430,3051,0.12422156669944284,1171,6327,0.814920183341236,6195,5710,0.08493870402802095,0.31422321035798784,84109,84109,84109,0,69864,0,0.8119234217683478
181,39075,54028,0.2767639001998964,6906,5876,0.17528931245745416,1942,1300,0.4938461538461538,11363,7860,0.445674300254453,3433,3053,0.1244677366524729,1185,6327,0.8127074442863916,6200,5713,0.08524417994048661,0.3105742837791271,84157,84157,84157,0,70104,0,0.8143121437493489
182,39325,54028,0.2721366698748797,6897,5876,0.1737576582709326,1939,1300,0.4915384615384615,11369,7903,0.4385676325446033,3430,3055,0.12274959083469716,1205,6327,0.8095463884937569,6194,5715,0.08381452318460192,0.3064581255047266,84204,84204,84204,0,70359,0,0.8168859802564481
183,39584,54028,0.2673428592581625,6914,5876,0.1766507828454731,1939,1301,0.49039200614911604,11365,7947,0.4300994085818548,3431,3057,0.12234216552175337,1226,6327,0.8062272799114905,6195,5718,0.08342077649527813,0.302537564982078,84254,84254,84254,0,70654,0,0.8199025219160391
184,39809,54028,0.26317835196564743,6939,5876,0.18090537780803273,1936,1301,0.488086087624904,11363,7990,0.42215269086357954,3435,3058,0.12328319162851531,1239,6327,0.8041725936462778,6198,5721,0.08337703198741475,0.29930843050497624,84301,84301,84301,0,70919,0,0.8225889026407037
185,40023,54028,0.2592174428074332,6935,5876,0.18022464261402305,1934,1301,0.4865488086087626,11362,8033,0.4144155359143533,3434,3060,0.12222222222222223,1259,6327,0.8010115378536431,6197,5723,0.08282369386685295,0.2957035140133732,84348,84348,84348,0,71144,0,0.8247980637539001
186,40251,54028,0.25499740875101795,6931,5876,0.17954390742001358,1933,1302,0.48463901689708133,11369,8076,0.40775136206042606,3436,3062,0.12214239059438281,1279,6327,0.7978504820610084,6199,5726,0.08260565840027945,0.2920838418427195,84397,84397,84397,0,71398,0,0.827328780424825
187,40491,54028,0.25055526763900204,6923,5876,0.17818243703199466,1933,1302,0.48463901689708133,11375,8119,0.4010346101736668,3435,3064,0.12108355091383816,1295,6327,0.7953216374269005,6199,5729,0.08203875021818807,0.2882823139321452,84445,84445,84445,0,71651,0,0.8298545453432881
188,40715,54028,0.24640926926778706,6920,5876,0.1776718856364874,1930,1302,0.4823348694316436,11373,8162,0.3934084783141387,3435,3065,0.12071778140293632,1309,6327,0.7931088983720562,6198,5731,0.08148665154423318,0.28465753748920003,84491,84491,84491,0,71880,0,0.8321130899328207
189,40941,54028,0.24222625305397205,6913,5876,0.17648059904697067,1929,1303,0.4804297774366846,11364,8200,0.38585365853658526,3434,3073,0.11747478034493986,1335,6327,0.7889995258416311,6200,5731,0.08183563077996858,0.2807731434384537,84538,84538,84538,0,72116,0,0.8344421098383444
190,41175,54028,0.23789516546975642,6907,5876,0.17545949625595636,1928,1303,0.47966231772831924,11358,8237,0.37890008498239647,3432,3081,0.11392405063291133,1359,6327,0.7852062588904694,6198,5731,0.08148665154423318,0.27684049986403886,84583,84583,84583,0,72357,0,0.8368474407565818
191,41400,54028,0.23373065817724148,6904,5876,0.17494894486044932,1924,1303,0.4765924788948581,11353,8274,0.3721295624848924,3434,3089,0.11168662997733891,1375,6327,0.7826774142563616,6197,5731,0.08131216192636548,0.27318381623103466,84628,84628,84628,0,72587,0,0.8391202330376939
192,41607,54028,0.2298993114681276,6905,5876,0.17511912865895174,1937,1304,0.48542944785276076,11349,8311,0.36553964625195534,3437,3097,0.10978366160800768,1388,6327,0.7806227279911491,6197,5730,0.081500872600349,0.27006247564158586,84673,84673,84673,0,72820,0,0.8414260399597742
