Day,Mbera sim,Mbera data,Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,retrofitted time,refugees in camps (simulation),refugee_debt,Total error (retrofitted)
193,41824,54028,0.22588287554601316,6908,5876,0.17562968005445878,1963,1304,0.5053680981595092,11345,8348,0.35900814566363204,3434,3104,0.10631443298969079,1405,6327,0.7779358305674096,6196,5730,0.08132635253054099,0.2668885819847256,84717,84717,84717,0,73075,0,0.8439990448376826
194,42054,54028,0.2216258236469979,6903,5876,0.1747787610619469,1963,1304,0.5053680981595092,11343,8386,0.35261149534939173,3429,3112,0.10186375321336771,1433,6327,0.7735103524577209,6196,5730,0.08132635253054099,0.2630157026060899,84763,84763,84763,0,73321,0,0.8464432250098978
195,42289,54028,0.2172762271414822,6899,5876,0.17409802586793743,1962,1304,0.5046012269938651,11353,8423,0.34785705805532463,3431,3120,0.09967948717948727,1450,6327,0.7708234550339813,6198,5729,0.08186419968580894,0.25949508884879785,84807,84807,84807,0,73582,0,0.8490816451650685
196,42501,54028,0.2133523358258681,6908,5876,0.17562968005445878,1961,1305,0.5026819923371648,11351,8460,0.3417257683215129,3430,3128,0.09654731457800514,1470,6327,0.7676623992413466,6195,5729,0.08134054808867175,0.256101728872285,84853,84853,84853,0,73816,0,0.8513790565037649
197,42700,54028,0.20966906048715483,6911,5876,0.17614023144996604,1960,1305,0.5019157088122606,11355,8497,0.33635400729669285,3434,3136,0.09502551020408156,1488,6327,0.7648174490279753,6194,5729,0.08116599755629261,0.2529859360644538,84898,84898,84898,0,74042,0,0.8535898028400428
198,42893,54028,0.20609683867624196,6904,5876,0.17494894486044932,1958,1305,0.500383141762452,11359,8573,0.32497375481161783,3434,3141,0.09328239414199291,1499,6327,0.7630788683420262,6196,5729,0.08151509862105089,0.24935572317866767,84979,84979,84979,0,74243,0,0.8551414712048149
199,43097,54028,0.20232101873102837,6896,5876,0.17358747447243017,1955,1306,0.49693721286370596,11362,8649,0.3136778818360504,3433,3146,0.09122695486331844,1510,6327,0.7613402876560771,6194,5728,0.0813547486033519,0.2455090524335763,85060,85060,85060,0,74447,0,0.8567254535799901
200,43309,54028,0.19839712741541426,6913,5876,0.17648059904697067,1953,1306,0.49540581929555905,11360,8725,0.3020057306590258,3432,3151,0.08917803871786734,1533,6327,0.7577050734945472,6193,5728,0.08118016759776547,0.24169319129444097,85141,85141,85141,0,74693,0,0.858799721421101
201,43493,54028,0.19499148589620197,6923,5876,0.17818243703199466,1950,1306,0.49310872894333846,11363,8801,0.2911032837177594,3432,3156,0.0874524714828897,1549,6327,0.7551762288604393,6197,5728,0.08187849162011163,0.23833047804557508,85222,85222,85222,0,74907,0,0.8604945563529833
202,43702,54028,0.19112312134448806,6918,5876,0.17733151803948255,1949,1307,0.49120122417750567,11359,8876,0.2797431275349256,3431,3162,0.08507273877292842,1568,6327,0.7521732258574364,6197,5728,0.08187849162011163,0.23433836631342023,85304,85304,85304,0,75124,0,0.8622112337230838
203,43903,54028,0.18740282816317466,6910,5876,0.17597004765146362,1949,1307,0.49120122417750567,11354,8952,0.2683199285075961,3429,3167,0.08272813388064404,1585,6327,0.7494863284336968,6199,5728,0.08222765363128492,0.23046202494583357,85385,85385,85385,0,75329,0,0.8637941919718211
204,44091,54028,0.1839231509587621,6904,5876,0.17494894486044932,1948,1307,0.4904361132364192,11353,9028,0.2575321222862206,3429,3172,0.08102143757881453,1599,6327,0.7472735893788525,6200,5728,0.08240223463687157,0.22685044345119695,85466,85466,85466,0,75524,0,0.8652571441452033
205,44293,54028,0.18018434885614865,6898,5876,0.173927842069435,1946,1308,0.48776758409785925,11355,9104,0.24725395430579966,3433,3177,0.08057916273213728,1614,6327,0.7449027975343765,6196,5728,0.0817039106145252,0.2230677514377893,85548,85548,85548,0,75735,0,0.8668942240790427
206,44463,54028,0.17703783223513736,6903,5876,0.1747787610619469,1942,1308,0.4847094801223242,11352,9180,0.23660130718954253,3435,3182,0.07950974230044006,1629,6327,0.7425320056899004,6197,5727,0.08206740003492219,0.21977624141635912,85628,85628,85628,0,75921,0,0.8682564941551122
207,44668,54028,0.1732435033686237,6909,5876,0.1757998638529612,1941,1308,0.4839449541284404,11349,9256,0.226123595505618,3434,3188,0.07716436637390212,1641,6327,0.7406353722143195,6197,5727,0.08206740003492219,0.21608913779022285,85710,85710,85710,0,76139,0,0.8699692810817168
208,44862,54028,0.16965277263641076,6914,5876,0.1766507828454731,1940,1309,0.4820473644003056,11348,9331,0.2161611831529311,3433,3193,0.07516442217350461,1655,6327,0.7384226331594752,6196,5727,0.08189278854548632,0.21252812066533786,85791,85791,85791,0,76348,0,0.8715840482278321
209,45051,54028,0.16615458651069814,6910,5876,0.17597004765146362,1936,1309,0.47899159663865554,11346,9407,0.20612309981928356,3433,3198,0.07348342714196376,1662,6327,0.7373162636320532,6199,5727,0.08241662301379438,0.20902040245947456,85872,85872,85872,0,76537,0,0.8729628642807195
210,45249,54028,0.16248982009328494,6900,5876,0.17426820966643985,1936,1309,0.47899159663865554,11355,9483,0.1974058842138564,3432,3203,0.071495472994068,1675,6327,0.7352615773668405,6198,5727,0.08224201152435828,0.20539131851127942,85953,85953,85953,0,76745,0,0.8745601326482374
211,45428,54028,0.15917672318057308,6902,5876,0.17460857726344448,1934,1310,0.47633587786259546,11357,9559,0.1880949890155874,3431,3208,0.06951371571072329,1686,6327,0.7335229966808914,6197,5727,0.08206740003492219,0.20203405590747953,86035,86035,86035,0,76935,0,0.875934992520648
212,45609,54028,0.15582660842526097,6903,5876,0.1747787610619469,1931,1310,0.4740458015267175,11349,9640,0.17728215767634858,3428,3214,0.06658369632856265,1708,6327,0.7300458353089931,6197,5752,0.07736439499304582,0.19796394534922865,86147,86147,86147,0,77125,0,0.8770017189398812
213,45790,54028,0.15247649366994886,6905,5876,0.17511912865895174,1928,1310,0.47175572519083975,11352,9720,0.16790123456790118,3431,3219,0.06585896241068645,1724,6327,0.7275169906748854,6195,5776,0.0725415512465375,0.19420098312001485,86256,86256,86256,0,77325,0,0.8782121485057729
214,45952,54028,0.1494780484193381,6907,5876,0.17545949625595636,1928,1311,0.4706331045003813,11353,9801,0.15835118865421904,3431,3224,0.06420595533498763,1740,6327,0.7249881460407777,6194,5801,0.06774694018272709,0.19061457947387922,86368,86368,86368,0,77505,0,0.8791574087800337
215,46125,54028,0.14627600503442661,6902,5876,0.17460857726344448,1927,1311,0.46987032799389783,11357,9882,0.14926128314106446,3431,3229,0.06255806751316206,1750,6327,0.7234076181444602,6198,5826,0.06385169927909362,0.18699337411394673,86479,86479,86479,0,77690,0,0.8801682151911325
216,46285,54028,0.14331457762641597,6901,5876,0.17443839346494205,1927,1311,0.46987032799389783,11357,9962,0.14003212206384252,3433,3234,0.061533704390847266,1762,6327,0.7215109846688794,6197,5851,0.05913519056571537,0.18349905877189943,86589,86589,86589,0,77862,0,0.8810364720866848
217,46442,54028,0.14040867698230552,6903,5876,0.1747787610619469,1926,1312,0.4679878048780488,11360,10043,0.1311361147067609,3430,3240,0.058641975308642014,1779,6327,0.7188240872451399,6194,5876,0.05411844792375775,0.17992664529076607,86702,86702,86702,0,78034,0,0.8818720108130602
218,46594,54028,0.1375953209446954,6913,5886,0.17448182127081213,1923,1315,0.4623574144486693,11354,10123,0.1216042675096316,3431,3245,0.05731895223420658,1792,6327,0.7167694009799273,6196,5901,0.04999152685985431,0.17640080621940685,86825,86825,86825,0,78203,0,0.8825691572878082
219,46759,54028,0.13454134893018432,6908,5896,0.17164179104477606,1941,1319,0.4715693707354056,11354,10204,0.11270090160721291,3430,3250,0.055384615384615365,1808,6327,0.7142405563458195,6193,5926,0.04505568680391492,0.17273145485911442,86950,86950,86950,0,78393,0,0.8834855328523743
220,46924,54028,0.13148737691567336,6904,5906,0.16898069759566536,1948,1323,0.47241118669690096,11354,10285,0.10393777345649013,3432,3255,0.05437788018433176,1820,6327,0.7123439228702386,6194,5950,0.04100840336134448,0.1690975492110159,87074,87074,87074,0,78576,0,0.8843290429004519
221,47085,54028,0.12850744058636265,6896,5916,0.16565246788370525,1946,1327,0.4664657121326299,11347,10365,0.09474191992281722,3433,3260,0.053067484662576714,1835,6327,0.7099731310257626,6193,5975,0.03648535564853561,0.16522167939631643,87198,87198,87198,0,78735,0,0.8848949182494317
222,47241,54028,0.12562004886355227,6898,5926,0.1640229497131287,1945,1331,0.46130728775356866,11344,10446,0.08596591996936631,3431,3265,0.0508422664624808,1857,6327,0.7064959696538644,6192,6000,0.03200000000000003,0.16145803511102458,87323,87323,87323,0,78908,0,0.885609370744408
223,47399,54028,0.12269563929814176,6903,5936,0.1629043126684635,1944,1335,0.4561797752808989,11347,10527,0.0778949368291062,3432,3271,0.0492204218893304,1872,6327,0.7041251778093883,6193,6025,0.027883817427385882,0.15790918135141627,87449,87449,87449,0,79090,0,0.8864145625623385
224,47586,54028,0.11923447101502926,6908,5947,0.16159408104926865,1942,1339,0.4503360716952951,11348,10607,0.06985952672763274,3431,3276,0.04731379731379737,1884,6327,0.7022285443338074,6194,6050,0.023801652892561975,0.15402973485281019,87574,87574,87574,0,79293,0,0.8874673656737609
225,47751,54028,0.1161804990005183,6902,5957,0.15863689776733247,1941,1343,0.4452717795979151,11348,10688,0.06175149700598803,3429,3281,0.04510819871990246,1899,6327,0.6998577524893315,6195,6075,0.01975308641975304,0.15024116580576746,87699,87699,87699,0,79465,0,0.8881636858061546
226,47884,54028,0.1137188124676094,6898,5967,0.15602480308362665,1937,1347,0.4380103934669637,11350,10768,0.054049034175334354,3430,3286,0.04382227632379787,1910,6327,0.6981191718033823,6194,6100,0.015409836065573668,0.1469091240335675,87823,87823,87823,0,79603,0,0.8884810024881176
227,48039,54028,0.11084992966609908,6897,5977,0.15392337292956326,1935,1351,0.43227239082161373,11348,10791,0.05161708831433609,3430,3299,0.03970900272809952,1929,6327,0.6951161688003793,6195,6108,0.014243614931237714,0.144126716810232,87881,87881,87881,0,79773,0,0.8898290538513893
228,48193,54028,0.10799955578588882,6905,5987,0.15333221980958744,1933,1355,0.4265682656826568,11354,10814,0.04993526909561674,3431,3311,0.036242826940501294,1943,6327,0.692903429745535,6192,6116,0.012426422498365008,0.14158839182151062,87938,87938,87938,0,79951,0,0.8912764343232044
229,48321,54028,0.10563041385948024,6909,5997,0.1520760380190096,1930,1359,0.42016188373804275,11349,10837,0.04724554766079181,3431,3323,0.03250075233222982,1961,6327,0.6900584795321638,6190,6124,0.010777269758327934,0.13912154099664753,87995,87995,87995,0,80091,0,0.8922900969545309
230,48479,54028,0.10270600429406973,6903,6008,0.14896804260985363,1927,1363,0.4137931034482758,11343,10860,0.04447513812154691,3430,3336,0.02817745803357319,1978,6327,0.6873715821084242,6192,6132,0.009784735812133016,0.13621186998887047,88054,88054,88054,0,80252,0,0.8935206473472408
231,48630,54028,0.09991115717775967,6896,6041,0.1415328587982123,1926,1364,0.41202346041055726,11342,10883,0.04217587062390882,3430,3348,0.024492234169653626,1993,6327,0.6850007902639481,6192,6140,0.008469055374592749,0.13323348197569526,88131,88131,88131,0,80409,0,0.8945214179064568
232,48779,54028,0.09715332790404974,6895,6074,0.13516628251564033,1924,1365,0.4095238095238096,11344,10905,0.04025676295277392,3426,3360,0.019642857142857073,2011,6327,0.682155840050577,6190,6149,0.0066677508537973385,0.13027163069109376,88208,88208,88208,0,80569,0,0.8955544517675715
233,48919,54028,0.09456207892204038,6906,6108,0.13064833005893917,1934,1367,0.4147768836869057,11335,10928,0.037243777452415916,3427,3373,0.01600948710346861,2032,6327,0.6788367314683104,6189,6157,0.00519733636511277,0.12755980427691194,88288,88288,88288,0,80742,0,0.8967024633190688
234,49053,54028,0.09208188346783153,6909,6141,0.1250610649731314,1955,1368,0.42909356725146197,11329,10951,0.03451739567162826,3433,3385,0.014180206794682348,2046,6327,0.676623992413466,6186,6165,0.003406326034063323,0.12514004413512136,88365,88365,88365,0,80911,0,0.8978336115148978
235,49184,54028,0.08965721477752275,6898,6174,0.11726595400064799,1952,1369,0.4258582907231556,11315,10974,0.031073446327683607,3433,3397,0.01059758610538708,2072,6327,0.672514619883041,6189,6173,0.002591932609752101,0.12210262092670902,88442,88442,88442,0,81043,0,0.8985444368231603
236,49328,54028,0.08699193011031314,6896,6208,0.11082474226804129,1951,1371,0.42304886943836606,11313,10997,0.028735109575338758,3434,3410,0.007038123167155463,2088,6327,0.6699857752489331,6188,6181,0.0011325028312569874,0.11922459953457898,88522,88522,88522,0,81198,0,0.899483372286143
237,49469,54028,0.08438217220700373,6909,6241,0.10703412914597021,1950,1372,0.42128279883381925,11313,11020,0.026588021778584325,3433,3422,0.003214494447691507,2100,6327,0.6680891417733523,6191,6189,0.0003231539828727481,0.11668303253987065,88599,88599,88599,0,81365,0,0.9005865425288541
238,49607,54028,0.08182794106759461,6910,6275,0.10119521912350593,1948,1374,0.4177583697234353,11307,11043,0.023906547133931033,3429,3434,0.0014560279557367384,2117,6327,0.6654022443496128,6193,6198,0.0008067118425298947,0.114051804824141,88679,88679,88679,0,81511,0,0.9014204837843677
239,49746,54028,0.07925520100688532,6908,6275,0.10087649402390442,1946,1385,0.4050541516245487,11303,11043,0.023544326722810816,3428,3434,0.0017472335468841083,2132,6330,0.6631911532385466,6191,6198,0.0011293965795418082,0.11215090255149786,88693,88693,88693,0,81654,0,0.9028904996055376
240,49863,54028,0.07708965721477756,6902,6275,0.09992031872509965,1945,1396,0.3932664756446991,11307,11043,0.023906547133931033,3427,3434,0.002038439138031478,2148,6333,0.6608242539081004,6187,6198,0.001774766053565635,0.11056624618124838,88707,88707,88707,0,81779,0,0.9041571362069954
241,49986,54028,0.0748130598948693,6899,6275,0.09944223107569727,1943,1407,0.38095238095238093,11296,11043,0.02291044100335049,3426,3434,0.002329644729178848,2167,6336,0.6579861111111112,6188,6198,0.0016134236850596784,0.10867776512888719,88721,88721,88721,0,81905,0,0.9054346443515509
242,50091,54028,0.07286962315836232,6897,6275,0.09912350597609554,1940,1418,0.3681241184767279,11297,11043,0.0230009961061306,3429,3434,0.0014560279557367384,2183,6339,0.6556239154440764,6188,6198,0.0016134236850596784,0.10712796528990816,88735,88735,88735,0,82025,0,0.9066441323211129
243,50254,54028,0.06985266898645148,6894,6275,0.09864541832669316,1938,1429,0.35619314205738273,11287,11043,0.022095445078330167,3427,3434,0.002038439138031478,2202,6342,0.6527909176915799,6188,6198,0.0016134236850596784,0.10482371632356421,88749,88749,88749,0,82190,0,0.9083602866681759
244,50386,54028,0.06740949137484264,6901,6275,0.09976095617529879,1935,1440,0.34375,11282,11043,0.02164266956443006,3426,3434,0.002329644729178848,2220,6345,0.6501182033096926,6190,6198,0.001290738948047765,0.10300463030767325,88763,88763,88763,0,82340,0,0.909906910328785
245,50509,54028,0.0651328940549345,6909,6275,0.10103585657370528,1932,1451,0.3314955203308063,11282,11043,0.02164266956443006,3423,3434,0.0032032615026208466,2232,6348,0.6483931947069943,6190,6198,0.001290738948047765,0.10146772249569146,88777,88777,88777,0,82477,0,0.9113066118647166
246,50644,54028,0.06263418967942547,6900,6276,0.0994263862332696,1930,1461,0.32101300479123895,11285,11043,0.02191433487277017,3418,3434,0.004659289458357585,2250,6351,0.6457250826641474,6192,6198,0.0009680542110358514,0.09958216485905103,88791,88791,88791,0,82619,0,0.9127621840221863
247,50771,54028,0.06028355667431706,6896,6278,0.09843899330997141,1928,1471,0.3106730115567642,11279,11043,0.021371004256089732,3418,3434,0.004659289458357585,2267,6354,0.6432168712621971,6189,6198,0.0014520813165537216,0.09774114361642232,88806,88806,88806,0,82748,0,0.9140606161916306
248,50893,54028,0.05802546827570887,6893,6279,0.0977862716993152,1926,1482,0.2995951417004048,11270,11043,0.02055600833106941,3418,3434,0.004659289458357585,2291,6357,0.6396098788736826,6187,6198,0.001774766053565635,0.09584445119960369,88821,88821,88821,0,82878,0,0.9153698684040255
249,51030,54028,0.05548974605759971,6896,6281,0.09791434484954631,1925,1492,0.2902144772117963,11263,11043,0.019922122611609083,3416,3434,0.005241700640652325,2310,6360,0.6367924528301887,6184,6198,0.0022587931590836163,0.09397091269305237,88836,88836,88836,0,83024,0,0.9168587856444904
250,51147,54028,0.05332420226549195,6906,6283,0.09915645392328498,1927,1502,0.28295605858854866,11262,11043,0.019831567508829195,3413,3434,0.006115317414094323,2325,6363,0.6346063177746346,6187,6198,0.001774766053565635,0.09249192468289609,88851,88851,88851,0,83167,0,0.9183134357690285
251,51274,54028,0.050973569260383544,6904,6284,0.09866327180140044,1935,1513,0.278916060806345,11254,11043,0.01910712668658876,3409,3434,0.007280139778683803,2335,6366,0.6332076657241597,6188,6198,0.0016134236850596784,0.09084464249544258,88866,88866,88866,0,83299,0,0.9196438129488662
252,51389,54028,0.0488450433108758,6897,6286,0.0972001272669425,1933,1523,0.2692055154300723,11252,11043,0.018926016481028762,3408,3434,0.007571345369831062,2347,6369,0.631496310252787,6188,6198,0.0016134236850596784,0.08918666531654684,88881,88881,88881,0,83414,0,0.9207824741116093
253,51488,54028,0.0470126601021692,6894,6287,0.09654843327501195,1931,1533,0.25962165688193095,11246,11043,0.018382685864348547,3409,3434,0.007280139778683803,2367,6372,0.6285310734463276,6182,6198,0.00258147789609553,0.08767647224253333,88895,88895,88895,0,83517,0,0.9217961311830131
254,51607,54028,0.04481009846746131,6896,6289,0.09651772936873915,1927,1544,0.24805699481865284,11247,11043,0.018473240967128435,3411,3434,0.006697728596389063,2377,6375,0.6271372549019607,6183,6198,0.002420135527589573,0.08605234447931077,88911,88911,88911,0,83648,0,0.9231036326384131
255,51715,54028,0.04281113496705413,6895,6291,0.09601017326339223,1926,1554,0.23938223938223935,11240,11043,0.01783935524766811,3415,3434,0.005532906231799695,2392,6378,0.6249608027594857,6180,6198,0.0029041626331074433,0.08444099588421834,88926,88926,88926,0,83763,0,0.9242411339935895
256,51818,54028,0.040904716073147274,6906,6292,0.0975842339478703,1926,1564,0.23145780051150888,11240,11043,0.01783935524766811,3418,3434,0.004659289458357585,2399,6381,0.6240401191035887,6179,6198,0.0030655050016134,0.08320215875871374,88940,88940,88940,0,83886,0,0.925478604469462
257,51916,54028,0.03909084178574074,6902,6294,0.09659993644741016,1925,1575,0.22222222222222232,11238,11043,0.01765824504210811,3417,3434,0.004950495049504955,2416,6384,0.6215538847117794,6179,6198,0.0030655050016134,0.08171455551058951,88956,88956,88956,0,83993,0,0.9265149858527131
258,51999,54028,0.03755460131783517,6894,6295,0.09515488482922962,1926,1585,0.21514195583596218,11241,11043,0.01792991035044822,3419,3434,0.004368083867210215,2429,6387,0.6196962580241114,6183,6198,0.002420135527589573,0.08042036641564572,88970,88970,88970,0,84091,0,0.927470687664538
259,52103,54028,0.035629673502628245,6897,6297,0.09528346831824686,1934,1595,0.21253918495297808,11234,11043,0.017296024630987894,3419,3434,0.004368083867210215,2447,6390,0.6170579029733959,6182,6198,0.00258147789609553,0.07899084115300331,88985,88985,88985,0,84216,0,0.9287190771648474
260,52181,54028,0.03418597764122311,6904,6299,0.09604699158596608,1934,1606,0.20423412204234115,11231,11043,0.017024359322647786,3419,3434,0.004368083867210215,2465,6393,0.6144220240888472,6180,6198,0.0029041626331074433,0.0778530578308109,89001,89001,89001,0,84314,0,0.9296532295312856
261,52269,54028,0.03255719256681722,6898,6300,0.09492063492063485,1929,1616,0.19368811881188108,11232,11043,0.017114914425427896,3415,3434,0.005532906231799695,2480,6396,0.6122576610381488,6179,6198,0.0030655050016134,0.07653766219176543,89015,89015,89015,0,84402,0,0.9304956140146486
262,52353,54028,0.031002443177611583,6888,6302,0.09298635353855911,1926,1626,0.18450184501845013,11232,11043,0.017114914425427896,3418,3434,0.004659289458357585,2495,6399,0.6100953273949055,6179,6198,0.0030655050016134,0.07513197798494889,89030,89030,89030,0,84491,0,0.9313385047906767
263,52439,54028,0.02941067594580593,6891,6304,0.09311548223350252,1925,1637,0.17593158216249227,11229,11043,0.01684324911708779,3419,3434,0.004368083867210215,2506,6402,0.6085598250546704,6176,6198,0.0035495321071313812,0.07392808211486199,89046,89046,89046,0,84585,0,0.9322267938089746
264,52511,54028,0.02807803361220107,6899,6323,0.0910959987347777,1930,1661,0.1619506321493076,11219,11043,0.015937698089287355,3418,3434,0.004659289458357585,2524,6405,0.6059328649492584,6171,6198,0.004356243949661165,0.07253176491716427,89092,89092,89092,0,84672,0,0.9327219849314635
265,52602,54028,0.026393721773894985,6903,6343,0.08828629985811132,1936,1685,0.14896142433234427,11216,11043,0.015666032780947248,3415,3434,0.005532906231799695,2535,6408,0.6044007490636705,6176,6198,0.0035495321071313812,0.07094537744421633,89139,89139,89139,0,84783,0,0.9334754381529291
266,52678,54028,0.024987043755089977,6899,6362,0.084407419050613,1935,1709,0.13224107665301355,11217,11043,0.015756587883727358,3415,3434,0.005532906231799695,2545,6411,0.6030260489783186,6178,6198,0.0032268473701193567,0.06942871559118687,89185,89185,89185,0,84867,0,0.9339358309302455
267,52756,54028,0.02354334789368473,6892,6382,0.07991225321215922,1933,1733,0.11540680900173106,11209,11043,0.015032147061486922,3415,3435,0.005822416302765698,2561,6414,0.6007171811661989,6180,6198,0.0029041626331074433,0.06767675635695314,89233,89233,89233,0,84946,0,0.9343187731166043
268,52833,54028,0.022118160953579658,6892,6401,0.07670676456803616,1932,1757,0.09960159362549792,11198,11043,0.01403604093090638,3417,3435,0.005240174672489051,2579,6417,0.5980988000623344,6176,6198,0.0035495321071313812,0.0660177645358931,89279,89279,89279,0,85027,0,0.9347446441101933
269,52899,54028,0.020896572147775183,6896,6421,0.07397601619685412,1932,1781,0.08478382930937678,11202,11043,0.014398261342026597,3415,3435,0.005822416302765698,2589,6420,0.5967289719626168,6176,6198,0.0035495321071313812,0.06478516893177798,89326,89326,89326,0,85109,0,0.9351708022469823
270,52973,54028,0.019526911971570304,6902,6440,0.07173913043478253,1930,1806,0.06866002214839417,11197,11043,0.013945485828126492,3415,3435,0.005822416302765698,2600,6423,0.5952047329908143,6173,6198,0.0040335592126492514,0.06336365569019727,89373,89373,89373,0,85190,0,0.9355853231010925
271,53041,54028,0.018268305323165812,6898,6460,0.06780185758513935,1928,1806,0.06755260243632333,11191,11043,0.013402155211446054,3419,3435,0.004657933042212514,2614,6426,0.5932150638032991,6173,6198,0.0040335592126492514,0.06206094232404134,89396,89396,89396,0,85264,0,0.9361723911753763
272,53112,54028,0.016954171910861016,6890,6479,0.06343571538817727,1928,1806,0.06755260243632333,11186,11043,0.012949379697545949,3419,3435,0.004657933042212514,2624,6429,0.5918494322600716,6171,6198,0.004356243949661165,0.06083786262273815,89418,89418,89418,0,85330,0,0.9366801659790417
273,53355,54028,0.012456504034944804,6892,6499,0.060470841667948916,1925,1806,0.06589147286821695,11191,11043,0.013402155211446054,3417,3435,0.005240174672489051,2635,6432,0.5903296019900497,6171,6198,0.004356243949661165,0.05785937098198812,89441,89441,89441,0,85586,0,0.9393015181126546
274,53389,54028,0.011827200710742614,6895,6518,0.05783982816814981,1922,1806,0.06423034330011079,11190,11043,0.013311600108666166,3417,3435,0.005240174672489051,2651,6435,0.588034188034188,6164,6198,0.005485640529202973,0.05717447436370343,89463,89463,89463,0,85628,0,0.9395400006875909
275,53423,54028,0.011197897386540312,6907,6538,0.05643927806668714,1931,1806,0.0692137320044297,11187,11043,0.013039934800326058,3417,3435,0.005240174672489051,2661,6438,0.5866728797763281,6168,6198,0.004840271055179035,0.05663455736092796,89486,89486,89486,0,85694,0,0.9400360624177407
276,53451,54028,0.010679647590138397,6910,6557,0.053835595546744,1937,1806,0.07253599114064224,11179,11043,0.012315493978085623,3419,3435,0.004657933042212514,2674,6441,0.5848470734358019,6169,6198,0.004678928686673078,0.05596147830361532,89508,89508,89508,0,85739,0,0.9403077611108945
277,53484,54028,0.01006885318723627,6905,6577,0.049870761745476555,1935,1806,0.0714285714285714,11178,11043,0.012224938875305513,3416,3435,0.005531295487627319,2685,6444,0.5833333333333333,6175,6198,0.003710874475637338,0.055142911393818904,89531,89531,89531,0,85778,0,0.9405018047549334
278,53518,54028,0.00943954986303397,6899,6596,0.045936931473620435,1935,1806,0.0714285714285714,11175,11043,0.011953273566965406,3413,3435,0.006404657933042235,2700,6447,0.5812005583992554,6175,6198,0.003710874475637338,0.054336538139425815,89553,89553,89553,0,85815,0,0.940683919930253
279,53548,54028,0.008884282224032036,6899,6616,0.04277509068923813,1934,1806,0.07087486157253609,11167,11043,0.011228832744725192,3413,3435,0.006404657933042235,2716,6450,0.5789147286821705,6182,6198,0.00258147789609553,0.05344065374653925,89576,89576,89576,0,85859,0,0.940933588031548
280,53573,54028,0.008421559191530315,6897,6635,0.03948756593820657,1931,1806,0.0692137320044297,11159,11043,0.010504391922484757,3411,3435,0.006986899563318771,2733,6453,0.5764760576476058,6178,6198,0.0032268473701193567,0.05270206924261702,89598,89598,89598,0,85882,0,0.9409592522323483
281,53600,54028,0.007921818316428464,6896,6655,0.036213373403455984,1928,1806,0.06755260243632333,11158,11043,0.01041383681970487,3411,3435,0.006986899563318771,2745,6456,0.574814126394052,6171,6198,0.004356243949661165,0.052086006627910866,89621,89621,89621,0,85909,0,0.9410190366266159
282,53632,54028,0.007329532834826402,6897,6674,0.03341324543002688,1926,1806,0.06644518272425248,11156,11043,0.01023272661414465,3412,3435,0.006695778748180503,2747,6459,0.5747019662486452,6172,6198,0.004194901581155208,0.05145967894871881,89643,89643,89643,0,85942,0,0.9411562205806805
283,53655,54028,0.006903827644924809,6900,6694,0.030773827308037127,1925,1806,0.06589147286821695,11148,11043,0.009508285791904436,3411,3435,0.006986899563318771,2768,6462,0.5716496440730424,6169,6198,0.004678928686673078,0.05074387170164834,89666,89666,89666,0,85976,0,0.9412939919424748
284,53689,54028,0.006274524320722619,6900,6713,0.02785639803366613,1925,1806,0.06589147286821695,11145,11043,0.009236620483564328,3407,3435,0.008151382823871955,2789,6465,0.568600154679041,6167,6198,0.005001613423685103,0.04997324056729997,89688,89688,89688,0,86022,0,0.9415759865479657
285,53718,54028,0.005737765603020639,6899,6733,0.024654685875538318,1932,1806,0.06976744186046502,11146,11043,0.009327175586344216,3406,3435,0.008442503639010224,2802,6468,0.5667903525046383,6162,6198,0.0058083252662148865,0.04944767085418734,89711,89711,89711,0,86065,0,0.9418139033286212
286,53743,54028,0.0052750425705190285,6890,6752,0.02043838862559233,1930,1806,0.06866002214839417,11147,11043,0.009417730689124326,3410,3435,0.00727802037845704,2809,6471,0.5659094421264101,6158,6198,0.0064536947402388245,0.048789185695340624,89733,89733,89733,0,86087,0,0.9418281689179449
287,53763,54028,0.004904864144517629,6892,6772,0.01772002362669811,1925,1806,0.06589147286821695,11145,11043,0.009236620483564328,3407,3435,0.008151382823871955,2824,6474,0.5637936360827926,6160,6198,0.0061310100032268,0.048152769731271444,89756,89756,89756,0,86116,0,0.9419099233646101
288,53785,54028,0.004497667875916211,6894,6791,0.015167132970107522,1925,1806,0.06589147286821695,11148,11043,0.009508285791904436,3403,3435,0.009315866084425029,2834,6477,0.5624517523544851,6164,6198,0.005485640529202973,0.04766201073759718,89778,89778,89778,0,86153,0,0.9420912370682567
289,53805,54028,0.004127489449914812,6893,6811,0.01203934811334606,1927,1806,0.06699889258028802,11143,11043,0.009055510278004109,3400,3435,0.010189228529839833,2847,6480,0.5606481481481482,6167,6198,0.005001613423685103,0.047048473847729984,89801,89801,89801,0,86182,0,0.9421728831696078
